STATUS | wrapper  | 2016/08/26 15:55:56 | --> Wrapper Started as Console
INFO   | jvm 1    | 2016/08/30 18:51:55 | 1 Write: echo df
INFO   | jvm 1    | 2016/08/30 18:51:57 | 1 Read: sadsdf
INFO   | jvm 1    | 2016/08/30 18:51:57 | 1 Write: echo sadsdf
INFO   | jvm 1    | 2016/08/30 18:51:58 | 1 Read: 
INFO   | jvm 1    | 2016/08/30 18:51:58 | 1 Write: echo 
INFO   | jvm 1    | 2016/08/30 18:51:58 | 1 Read: dsaf
INFO   | jvm 1    | 2016/08/30 18:51:58 | 1 Write: echo dsaf
INFO   | jvm 1    | 2016/08/30 18:51:58 | 1 Read: s
INFO   | jvm 1    | 2016/08/30 18:51:58 | 1 Write: echo s
INFO   | jvm 1    | 2016/08/30 18:51:58 | 1 Read: daf
INFO   | jvm 1    | 2016/08/30 18:51:58 | 1 Write: echo daf
INFO   | jvm 1    | 2016/08/30 18:51:58 | 1 Read: sda
INFO   | jvm 1    | 2016/08/30 18:51:58 | 1 Write: echo sda
INFO   | jvm 1    | 2016/08/30 18:51:58 | 1 Read: f
INFO   | jvm 1    | 2016/08/30 18:51:58 | 1 Write: echo f
INFO   | jvm 1    | 2016/08/30 18:51:58 | 1 Read: sa
INFO   | jvm 1    | 2016/08/30 18:51:58 | 1 Write: echo sa
INFO   | jvm 1    | 2016/08/30 18:51:59 | 1 Read: df
INFO   | jvm 1    | 2016/08/30 18:51:59 | 1 Write: echo df
INFO   | jvm 1    | 2016/08/30 18:51:59 | 1 Read: sa
INFO   | jvm 1    | 2016/08/30 18:51:59 | 1 Write: echo sa
INFO   | jvm 1    | 2016/08/30 18:51:59 | 1 Read: f
INFO   | jvm 1    | 2016/08/30 18:51:59 | 1 Write: echo f
INFO   | jvm 1    | 2016/08/30 18:52:10 | 2 Connected.
INFO   | jvm 1    | 2016/08/30 18:52:14 | 2 Read: 
INFO   | jvm 1    | 2016/08/30 18:52:14 | 2 Write: echo 
INFO   | jvm 1    | 2016/08/30 18:52:15 | 2 Read: dsf
INFO   | jvm 1    | 2016/08/30 18:52:15 | 2 Write: echo dsf
INFO   | jvm 1    | 2016/08/30 18:52:15 | 2 Read: sa
INFO   | jvm 1    | 2016/08/30 18:52:15 | 2 Write: echo sa
INFO   | jvm 1    | 2016/08/30 18:52:15 | 2 Read: fds
INFO   | jvm 1    | 2016/08/30 18:52:15 | 2 Write: echo fds
INFO   | jvm 1    | 2016/08/30 18:52:15 | 2 Read: df
INFO   | jvm 1    | 2016/08/30 18:52:15 | 2 Write: echo df
INFO   | jvm 1    | 2016/08/30 18:52:15 | 2 Read: sda
INFO   | jvm 1    | 2016/08/30 18:52:15 | 2 Write: echo sda
INFO   | jvm 1    | 2016/08/30 18:52:15 | 2 Read: f
INFO   | jvm 1    | 2016/08/30 18:52:15 | 2 Write: echo f
INFO   | jvm 1    | 2016/08/30 18:52:22 | 2 Read: dsf
INFO   | jvm 1    | 2016/08/30 18:52:22 | 2 Write: echo dsf
INFO   | jvm 1    | 2016/08/30 18:52:27 | 2 Read: exit
INFO   | jvm 1    | 2016/08/30 18:52:27 | 2 Closing Connection.
INFO   | jvm 1    | 2016/08/30 18:52:35 | 3 Connected.
INFO   | jvm 1    | 2016/08/30 18:52:41 | 3 Closed.
INFO   | jvm 1    | 2016/08/30 18:52:54 | 1 Read: exit
INFO   | jvm 1    | 2016/08/30 18:52:54 | 1 Closing Connection.
INFO   | jvm 1    | 2016/08/30 18:53:02 | 4 Connected.
INFO   | jvm 1    | 2016/08/30 18:53:28 | 4 Read: crash
INFO   | jvm 1    | 2016/08/30 18:53:28 | 4 Simulating a crash of the Server...
ERROR  | wrapper  | 2016/08/30 18:53:29 | JVM exited unexpectedly.
STATUS | wrapper  | 2016/08/30 18:53:33 | Launching a JVM...
INFO   | wrapper  | 2016/08/30 18:53:33 | Java Command Line:
INFO   | wrapper  | 2016/08/30 18:53:33 |   Command: "C:\ProgramData\Oracle\Java\javapath\java.exe" -Djava.library.path="../lib" -classpath "../lib/wrapper.jar;../lib/classes" -Dwrapper.key="nkXeT4p7QLmlPapm" -Dwrapper.port=32000 -Dwrapper.jvm.port.min=31000 -Dwrapper.jvm.port.max=31999 -Dwrapper.pid=4120 -Dwrapper.version="3.5.29" -Dwrapper.native_library="wrapper" -Dwrapper.arch="x86" -Dwrapper.cpu.timeout="10" -Dwrapper.jvmid=2 org.tanukisoftware.wrapper.WrapperSimpleApp HelloWorldServer
INFO   | jvm 2    | 2016/08/30 18:53:34 | WrapperManager: Initializing...
INFO   | jvm 2    | 2016/08/30 18:53:34 | Accepting connections on port: 9000
INFO   | jvm 2    | 2016/08/30 18:53:41 | 1 Connected.
INFO   | jvm 2    | 2016/08/30 18:53:43 | 1 Read: sadfsaf
INFO   | jvm 2    | 2016/08/30 18:53:43 | 1 Write: echo sadfsaf
INFO   | jvm 2    | 2016/08/30 18:53:43 | 1 Read: ad
INFO   | jvm 2    | 2016/08/30 18:53:43 | 1 Write: echo ad
INFO   | jvm 2    | 2016/08/30 18:53:43 | 1 Read: sf
INFO   | jvm 2    | 2016/08/30 18:53:43 | 1 Write: echo sf
INFO   | jvm 2    | 2016/08/30 18:53:43 | 1 Read: ds
INFO   | jvm 2    | 2016/08/30 18:53:43 | 1 Write: echo ds
INFO   | jvm 2    | 2016/08/30 18:53:43 | 1 Read: fsa
INFO   | jvm 2    | 2016/08/30 18:53:43 | 1 Write: echo fsa
INFO   | jvm 2    | 2016/08/30 18:53:43 | 1 Read: fs
INFO   | jvm 2    | 2016/08/30 18:53:43 | 1 Write: echo fs
INFO   | jvm 2    | 2016/08/30 18:53:44 | 1 Read: af
INFO   | jvm 2    | 2016/08/30 18:53:44 | 1 Write: echo af
INFO   | jvm 2    | 2016/08/30 18:53:44 | 1 Read: dsaf
INFO   | jvm 2    | 2016/08/30 18:53:44 | 1 Write: echo dsaf
INFO   | jvm 2    | 2016/08/30 18:53:44 | 1 Read: saf
INFO   | jvm 2    | 2016/08/30 18:53:44 | 1 Write: echo saf
INFO   | jvm 2    | 2016/08/30 18:53:44 | 1 Read: 
INFO   | jvm 2    | 2016/08/30 18:53:44 | 1 Write: echo 
INFO   | jvm 2    | 2016/08/30 18:53:45 | 1 Read: sdf
INFO   | jvm 2    | 2016/08/30 18:53:45 | 1 Write: echo sdf
INFO   | jvm 2    | 2016/08/30 18:53:45 | 1 Read: a
INFO   | jvm 2    | 2016/08/30 18:53:45 | 1 Write: echo a
INFO   | jvm 2    | 2016/08/30 18:53:45 | 1 Read: fd
INFO   | jvm 2    | 2016/08/30 18:53:45 | 1 Write: echo fd
INFO   | jvm 2    | 2016/08/30 18:53:52 | 1 Read: crash
INFO   | jvm 2    | 2016/08/30 18:53:52 | 1 Simulating a crash of the Server...
ERROR  | wrapper  | 2016/08/30 18:53:52 | JVM exited unexpectedly.
STATUS | wrapper  | 2016/08/30 18:53:57 | Launching a JVM...
INFO   | wrapper  | 2016/08/30 18:53:57 | Java Command Line:
INFO   | wrapper  | 2016/08/30 18:53:57 |   Command: "C:\ProgramData\Oracle\Java\javapath\java.exe" -Djava.library.path="../lib" -classpath "../lib/wrapper.jar;../lib/classes" -Dwrapper.key="NIC9pqiKk-JzXRjR" -Dwrapper.port=32000 -Dwrapper.jvm.port.min=31000 -Dwrapper.jvm.port.max=31999 -Dwrapper.pid=4120 -Dwrapper.version="3.5.29" -Dwrapper.native_library="wrapper" -Dwrapper.arch="x86" -Dwrapper.cpu.timeout="10" -Dwrapper.jvmid=3 org.tanukisoftware.wrapper.WrapperSimpleApp HelloWorldServer
INFO   | jvm 3    | 2016/08/30 18:53:58 | WrapperManager: Initializing...
INFO   | jvm 3    | 2016/08/30 18:53:58 | Accepting connections on port: 9000
INFO   | jvm 3    | 2016/08/30 18:54:09 | 1 Connected.
INFO   | jvm 3    | 2016/08/30 18:54:11 | 1 Read: sdafdsa
INFO   | jvm 3    | 2016/08/30 18:54:11 | 1 Write: echo sdafdsa
INFO   | jvm 3    | 2016/08/30 18:54:11 | 1 Read: dsa
INFO   | jvm 3    | 2016/08/30 18:54:11 | 1 Write: echo dsa
INFO   | jvm 3    | 2016/08/30 18:54:11 | 1 Read: f
INFO   | jvm 3    | 2016/08/30 18:54:11 | 1 Write: echo f
INFO   | jvm 3    | 2016/08/30 18:54:11 | 1 Read: dsa
INFO   | jvm 3    | 2016/08/30 18:54:11 | 1 Write: echo dsa
INFO   | jvm 3    | 2016/08/30 18:54:11 | 1 Read: fdsa
INFO   | jvm 3    | 2016/08/30 18:54:11 | 1 Write: echo fdsa
INFO   | jvm 3    | 2016/08/30 18:54:12 | 1 Read: f
INFO   | jvm 3    | 2016/08/30 18:54:12 | 1 Write: echo f
INFO   | jvm 3    | 2016/08/30 18:54:12 | 1 Read: dsf
INFO   | jvm 3    | 2016/08/30 18:54:12 | 1 Write: echo dsf
INFO   | jvm 3    | 2016/08/30 18:54:12 | 1 Read: sa
INFO   | jvm 3    | 2016/08/30 18:54:12 | 1 Write: echo sa
INFO   | jvm 3    | 2016/08/30 18:54:39 | 1 Read: f
INFO   | jvm 3    | 2016/08/30 18:54:39 | 1 Write: echo f
INFO   | jvm 3    | 2016/08/30 18:54:39 | 1 Closed.
STATUS | wrapper  | 2016/08/30 18:54:41 | CTRL-C trapped.  Shutting down.
STATUS | wrapper  | 2016/08/30 18:54:41 | <-- Wrapper Stopped
STATUS | wrapperm | 2016/08/30 18:58:18 | Hello World Server service installed.
STATUS | wrapper  | 2016/08/30 19:00:08 | --> Wrapper Started as Service
STATUS | wrapper  | 2016/08/30 19:00:08 | Java Service Wrapper Community Edition 32-bit 3.5.29
STATUS | wrapper  | 2016/08/30 19:00:08 |   Copyright (C) 1999-2016 Tanuki Software, Ltd. All Rights Reserved.
STATUS | wrapper  | 2016/08/30 19:00:08 |     http://wrapper.tanukisoftware.com
STATUS | wrapper  | 2016/08/30 19:00:08 | 
STATUS | wrapper  | 2016/08/30 19:00:08 | Launching a JVM...
INFO   | wrapper  | 2016/08/30 19:00:08 | Java Command Line:
INFO   | wrapper  | 2016/08/30 19:00:08 |   Command: "C:\ProgramData\Oracle\Java\javapath\java.exe" -Djava.library.path="../lib" -classpath "../lib/wrapper.jar;../lib/classes" -Dwrapper.key="eYtk4XmAvlhzmDBR" -Dwrapper.port=32000 -Dwrapper.jvm.port.min=31000 -Dwrapper.jvm.port.max=31999 -Dwrapper.pid=1028 -Dwrapper.version="3.5.29" -Dwrapper.native_library="wrapper" -Dwrapper.arch="x86" -Dwrapper.service="TRUE" -Dwrapper.cpu.timeout="10" -Dwrapper.jvmid=1 org.tanukisoftware.wrapper.WrapperSimpleApp HelloWorldServer
INFO   | jvm 1    | 2016/08/30 19:00:09 | WrapperManager: Initializing...
INFO   | jvm 1    | 2016/08/30 19:00:09 | Accepting connections on port: 9000
INFO   | jvm 1    | 2016/08/30 19:00:55 | 1 Connected.
INFO   | jvm 1    | 2016/08/30 19:00:58 | 1 Read: asdfsadf
INFO   | jvm 1    | 2016/08/30 19:00:58 | 1 Write: echo asdfsadf
INFO   | jvm 1    | 2016/08/30 19:00:58 | 1 Read: 
INFO   | jvm 1    | 2016/08/30 19:00:58 | 1 Write: echo 
INFO   | jvm 1    | 2016/08/30 19:00:58 | 1 Read: dsa
INFO   | jvm 1    | 2016/08/30 19:00:58 | 1 Write: echo dsa
INFO   | jvm 1    | 2016/08/30 19:00:58 | 1 Read: f
INFO   | jvm 1    | 2016/08/30 19:00:58 | 1 Write: echo f
INFO   | jvm 1    | 2016/08/30 19:00:58 | 1 Read: sa
INFO   | jvm 1    | 2016/08/30 19:00:58 | 1 Write: echo sa
INFO   | jvm 1    | 2016/08/30 19:00:59 | 1 Read: fd
INFO   | jvm 1    | 2016/08/30 19:00:59 | 1 Write: echo fd
INFO   | jvm 1    | 2016/08/30 19:00:59 | 1 Read: sa
INFO   | jvm 1    | 2016/08/30 19:00:59 | 1 Write: echo sa
INFO   | jvm 1    | 2016/08/30 19:00:59 | 1 Read: fdsa
INFO   | jvm 1    | 2016/08/30 19:00:59 | 1 Write: echo fdsa
INFO   | jvm 1    | 2016/08/30 19:01:07 | 1 Read: fc
INFO   | jvm 1    | 2016/08/30 19:01:07 | 1 Write: echo fc
INFO   | jvm 1    | 2016/08/30 19:01:07 | 1 Read: 
INFO   | jvm 1    | 2016/08/30 19:01:07 | 1 Write: echo 
INFO   | jvm 1    | 2016/08/30 19:01:09 | 1 Read: crash
INFO   | jvm 1    | 2016/08/30 19:01:09 | 1 Simulating a crash of the Server...
ERROR  | wrapper  | 2016/08/30 19:01:09 | JVM exited unexpectedly.
STATUS | wrapper  | 2016/08/30 19:01:14 | Launching a JVM...
INFO   | wrapper  | 2016/08/30 19:01:14 | Java Command Line:
INFO   | wrapper  | 2016/08/30 19:01:14 |   Command: "C:\ProgramData\Oracle\Java\javapath\java.exe" -Djava.library.path="../lib" -classpath "../lib/wrapper.jar;../lib/classes" -Dwrapper.key="DXgpgqzmSPYXW-v-" -Dwrapper.port=32000 -Dwrapper.jvm.port.min=31000 -Dwrapper.jvm.port.max=31999 -Dwrapper.pid=1028 -Dwrapper.version="3.5.29" -Dwrapper.native_library="wrapper" -Dwrapper.arch="x86" -Dwrapper.service="TRUE" -Dwrapper.cpu.timeout="10" -Dwrapper.jvmid=2 org.tanukisoftware.wrapper.WrapperSimpleApp HelloWorldServer
INFO   | jvm 2    | 2016/08/30 19:01:14 | WrapperManager: Initializing...
INFO   | jvm 2    | 2016/08/30 19:01:14 | Accepting connections on port: 9000
INFO   | jvm 2    | 2016/08/30 19:01:22 | 1 Connected.
INFO   | jvm 2    | 2016/08/30 19:01:23 | 1 Read: sad
INFO   | jvm 2    | 2016/08/30 19:01:23 | 1 Write: echo sad
INFO   | jvm 2    | 2016/08/30 19:01:24 | 1 Read: fa
INFO   | jvm 2    | 2016/08/30 19:01:24 | 1 Write: echo fa
INFO   | jvm 2    | 2016/08/30 19:01:24 | 1 Read: 
INFO   | jvm 2    | 2016/08/30 19:01:24 | 1 Write: echo 
INFO   | jvm 2    | 2016/08/30 19:01:27 | 1 Read: ¿¿»»µµΩΩ∑∑¬¬
INFO   | jvm 2    | 2016/08/30 19:01:27 | 1 Write: echo ¿¿»»µµΩΩ∑∑¬¬
INFO   | jvm 2    | 2016/08/30 19:04:27 | 1 Read: [A[Asfdsaf
INFO   | jvm 2    | 2016/08/30 19:04:27 | 1 Write: echo [A[Asfdsaf
INFO   | jvm 2    | 2016/08/30 19:04:27 | 1 Read: 
INFO   | jvm 2    | 2016/08/30 19:04:27 | 1 Write: echo 
INFO   | jvm 2    | 2016/08/30 19:04:27 | 1 Read: 
INFO   | jvm 2    | 2016/08/30 19:04:27 | 1 Write: echo 
INFO   | jvm 2    | 2016/08/30 19:04:32 | 1 Read: q
INFO   | jvm 2    | 2016/08/30 19:04:32 | 1 Write: echo q
INFO   | jvm 2    | 2016/08/30 19:04:33 | 1 Read: exit
INFO   | jvm 2    | 2016/08/30 19:04:33 | 1 Closing Connection.
